club,club_id,number,name,short_name,DoB,poste,lequipe_id,sofifa_id
Lens ,9,5.0,Christopher Maurice Wooh,C. Wooh,2001-09-18,Déf.,71171,260658
Lens ,9,,Yacouba Barry,Y. Barry,2002-11-25,Mil.,93956,
Lens ,9,6.0,Patrick Berg,P. Berg,1997-11-24,Mil.,83255,222227
Lens ,9,18.0,Yannick Cahuzac,Y. Cahuzac,1985-01-18,Mil.,10000000000000000000012238,167933
Lens ,9,28.0,Cheick Doucouré,C. Doucouré,2000-08-01,Mil.,69550,242619
Lens ,9,8.0,Seko Fofana,S. Fofana,1995-07-05,Mil.,46821,216320
Lens ,9,29.0,Przemyslaw Frankowski,P. Frankowski,1995-12-04,Mil.,67830,212138
Lens ,9,10.0,Gaël Kakuta,G. Kakuta,1991-06-21,Mil.,32442,186197
Clermont,242,36.0,Alidu Seidu,A. Seidu,2000-04-06,Déf.,82650,257946
Clermont,242,20.0,Akim Zedadka,A. Zedadka,1995-05-30,Déf.,52997,223139
Clermont,242,19.0,Salis Abdul Samed,S. Abdul Samed,2000-03-26,Mil.,76116,252059
Clermont,242,22.0,Oriol Busquets,O. Busquets,1999-01-20,Mil.,65997,239249
Clermont,242,28.0,Yadaly Diaby,Y. Diaby,2000-09-08,Mil.,93026,265689
Clermont,242,24.0,Jodel Dossou,J. Dossou,1992-03-17,Mil.,52522,218311
Clermont,242,25.0,Johan Gastien,J. Gastien,1988-01-25,Mil.,29180,208861
Clermont,242,2.0,Fred Gnalega,F. Gnalega,2001-08-10,Mil.,85765,
Clermont,242,29.0,Naël Jaby,N. Jaby,2001-04-20,Mil.,75989,251371
Clermont,242,6.0,Saîf-Eddine Khaoui,S. Khaoui,1995-04-27,Mil.,52507,220029
Clermont,242,7.0,Yohann Magnin,Y. Magnin,1997-06-21,Mil.,69218,244970
Metz ,20,11.0,Opa Nguette,O. Nguette,1994-08-07,Att.,43671,211099
Metz ,20,7.0,Ibrahima Niane,I. Niane,1999-11-03,Att.,63509,239025
Metz ,20,26.0,Papa Ndiaga Yade,P. Yade,2000-05-01,Att.,76413,251916
Bordeaux ,18,1.0,Benoît Costil,B. Costil,1987-03-07,Gar.,20634,158121
Bordeaux ,18,,Darren Lima Semedo,D. Lima Semedo,2002-04-27,Gar.,82617,
Bordeaux ,18,40.0,Tidiane Malbec,T. Malbec,2001-03-11,Gar.,75183,262708
Bordeaux ,18,16.0,Gaëtan Poussin,G. Poussin,1999-01-13,Gar.,65086,240751
Bordeaux ,18,30.0,Davy Rouyard,D. Rouyard,1999-08-17,Gar.,69809,252241
Bordeaux ,18,,Mohamed Aggoun,M. Aggoun,2002-02-21,Déf.,93801,
Bordeaux ,18,,Tijany Atallah,T. Atallah,2003-12-03,Déf.,93800,
Bordeaux ,18,24.0,Paul Baysse,P. Baysse,1988-05-18,Déf.,23369,178031
Bordeaux ,18,,Malcom Bokele Mputu,M. Bokele Mputu,2000-12-02,Déf.,87897,262709
Bordeaux ,18,,Aïssa Boudechicha,A. Boudechicha,2000-04-13,Déf.,77150,
Bordeaux ,18,,Jacques Ekomie,J. Ekomie,,Déf.,93805,
Marseille (OM) ,6,9.0,Arkadiusz Milik,A. Milik,1994-02-28,Att.,47714,205175
Marseille (OM) ,6,10.0,Dimitri Payet,D. Payet,1987-03-29,Att.,24070,177388
Marseille (OM) ,6,17.0,Cengiz Ünder,C. Ünder,1997-07-14,Att.,61274,235889
Brest ,267,33.0,Noé Sow,N. Sow,1998-12-18,Déf.,82765,264033
Brest ,267,20.0,Jere Uronen,J. Uronen,1994-07-13,Déf.,46694,207593
Brest ,267,10.0,Lucien Agoumé,L. Agoumé,2002-09-02,Mil.,70963,246683
Brest ,267,7.0,Haris Belkebla,H. Belkebla,1994-01-28,Mil.,35730,224444
Brest ,267,,Killian Benvindo,K. Benvindo,2001-04-26,Mil.,69870,
Brest ,267,21.0,Romain Faivre,R. Faivre,1998-07-14,Mil.,64703,242577
Brest ,267,8.0,Paul Lasne,P. Lasne,1989-01-16,Mil.,255000000000000000000025947,192242
Brest ,267,27.0,Hugo Magnetti,H. Magnetti,1998-05-30,Mil.,61873,244480
Brest ,267,28.0,Hianga'a Mbock,H. Mbock,1999-12-28,Mil.,75905,251974
Brest ,267,29.0,Youssouph Mamadou Badji,Y. Badji,2001-12-20,Att.,79606,254849
Brest ,267,34.0,Axel Camblan,A. Camblan,2003-06-18,Att.,91102,264512
Lille ,43,24.0,Amadou Onana,A. Onana,2001-08-16,Mil.,90608,257057
Lille ,43,,Ugo Raghouber,U. Raghouber,2003-07-13,Mil.,93846,
Lille ,43,10.0,Renato Sanches,R. Sanches,1997-08-18,Mil.,58281,230767
Lille ,43,8.0,Xeka,Xeka,1994-10-11,Mil.,61723,236639
Lille ,43,,Arton Zekaj,A. Zekaj,2000-04-16,Mil.,69813,
Lille ,43,11.0,Hatem Ben Arfa,H. Ben Arfa,1987-07-03,Att.,20671,161648
Lille ,43,9.0,Jonathan David,J. David,2000-01-14,Att.,68269,243630
Lille ,43,5.0,Gabriel Gudmundsson,G. Gudmundsson,1999-04-29,Att.,76266,236822
Lille ,43,,José Bica,José Bica,2003-06-16,Att.,86995,
Lille ,43,19.0,Isaac Lihadji,I. Lihadji,2002-10-04,Att.,76446,252594
Lille ,43,,Fadiga Ouattara,F. Ouattara,2001-11-18,Att.,63402,
Lyon (OL) ,22,45.0,Bradley Barcola,B. Barcola,,Att.,83812,264652
Lyon (OL) ,22,9.0,Moussa Dembélé,M. Dembélé,1996-12-07,Att.,51889,211591
Lyon (OL) ,22,11.0,Tino Kadewere,T. Kadewere,1996-05-01,Att.,69206,230717
Lyon (OL) ,22,19.0,Habib Keita,H. Keita,2002-05-02,Att.,84013,262137
Lyon (OL) ,22,,Sekou Lega,S. Lega,2003-01-21,Att.,87221,
Lyon (OL) ,22,31.0,Lenny Pintor,L. Pintor,2000-05-08,Att.,66392,240941
Lyon (OL) ,22,20.0,Islam Slimani,I. Slimani,1988-06-18,Att.,50973,217699
Lyon (OL) ,22,7.0,Karl Toko Ekambi,K. Toko Ekambi,1992-09-14,Att.,41100,224069
Lens ,9,,Adrien Louveau,A. Louveau,2000-01-02,Mil.,74530,
Lens ,9,20.0,David Pereira Da Costa,D. Pereira Da. . . ,2001-05-01,Mil.,71956,259139
Lens ,9,27.0,Samba Sow,S. Sow,1989-04-29,Mil.,18955,191151
Lens ,9,20.0,Jonathan Varane,J. Varane,2001-09-09,Mil.,83565,
Lens ,9,33.0,Ibrahima Baldé,I. Baldé,2003-01-17,Att.,83030,263110
Lens ,9,9.0,Ignatius Ganago,I. Ganago,1999-02-16,Att.,65074,241130
Lens ,9,25.0,Corentin Jean,C. Jean,1995-07-15,Att.,46750,211239
Lens ,9,15.0,Arnaud Kalimuendo,A. Kalimuendo,2002-01-20,Att.,77518,253444
Lens ,9,,Jules Keita,J. Keita,1998-07-20,Att.,69537,244753
Lens ,9,22.0,Wesley Saïd,W. Saïd,1995-04-19,Att.,48416,212613
Clermont,242,34.0,Aïman Maurer,A. Maurer,2004-09-25,Mil.,92450,
Clermont,242,11.0,Jim Allevinah,J. Allevinah,1995-02-27,Att.,75867,251191
Clermont,242,11.0,Mohamed Bayo,M. Bayo,1998-04-06,Att.,66093,241821
Clermont,242,8.0,Jason Berthomier,J. Berthomier,1990-06-01,Att.,32340,228908
Clermont,242,,Mathis Clairicia,M. Clairicia,2002-08-30,Att.,93460,
Clermont,242,10.0,Lucas Da Cunha,L. Da Cunha,2001-09-06,Att.,68264,254579
Clermont,242,26.0,Pierre-Yves Hamel,P. Hamel,1994-03-02,Att.,57104,236621
Clermont,242,,Karim Mohamed,K. Mohamed,2001-02-04,Att.,92449,244915
Clermont,242,18.0,Elbasan Rashani,E. Rashani,1993-09-05,Att.,61091,198731
Clermont,242,9.0,Jordan Tell,J. Tell,1997-10-06,Att.,62921,240434
Bordeaux ,18,2.0,Stian Gregersen,S. Gregersen,1995-05-17,Déf.,83736,216730
Bordeaux ,18,6.0,Laurent Koscielny,L. Koscielny,1985-10-09,Déf.,21840,165229
Bordeaux ,18,25.0,Enock Kwateng,E. Kwateng,1997-09-04,Déf.,55438,230074
Bordeaux ,18,,Johaneko Louis-Jean,J. Louis-Jean,2004-06-28,Déf.,93799,
Bordeaux ,18,12.0,Ricardo Mangas,R. Mangas,1998-03-19,Déf.,64007,240020
Bordeaux ,18,3.0,Abdel Medioub,A. Medioub,1997-08-28,Déf.,82618,259088
Bordeaux ,18,14.0,Gideon Mensah,G. Mensah,1998-07-18,Déf.,65406,247124
Bordeaux ,18,4.0,Edson Mexer,E. Mexer,1988-08-09,Déf.,35518,196801
Bordeaux ,18,,Yaël Mouanga,Y. Mouanga,2005-07-23,Déf.,93803,
Bordeaux ,18,22.0,Timothée Pembélé,T. Pembélé,2002-09-09,Déf.,82170,257270
Brest ,267,14.0,Irvin Cardona,I. Cardona,1997-08-08,Att.,58962,235888
Brest ,267,25.0,Romain Del Castillo,R. Del Castillo,1996-03-29,Att.,52568,231612
Brest ,267,9.0,Franck Honorat,F. Honorat,1996-11-08,Att.,50545,220876
Brest ,267,26.0,Jérémy Le Douaron,J. Le Douaron,1998-04-21,Att.,66883,257111
Brest ,267,15.0,Steve Mounié,S. Mounié,1994-09-29,Att.,50834,224883
Brest ,267,19.0,Rafiki Saïd,R. Saïd,2000-03-15,Att.,82626,257112
Brest ,267,11.0,Martin Satriano,M. Satriano,2001-02-20,Att.,84400,264325
Lille ,43,,Mamadou Usman Simbakoli,M. Simbakoli,2001-04-19,Att.,82112,
Lille ,43,22.0,Timothy Weah,T. Weah,2000-02-22,Att.,65742,241496
Lille ,43,17.0,Burak Yilmaz,B. Yilmaz,1985-07-15,Att.,25807,124375
Lille ,43,23.0,Edon Zhegrova,E. Zhegrova,1999-03-31,Att.,63887,239763
Lens ,9,7.0,Florian Sotoca,F. Sotoca,1990-10-25,Att.,50563,227232
Lens ,9,33.0,Mohamed Cissé,M. Cissé,2001-04-26,Inc.,90658,262082
Bordeaux ,18,19.0,Yacine Adli,Y. Adli,2000-07-29,Mil.,66128,243627
Bordeaux ,18,,Emeric Depussay,E. Depussay,2001-08-27,Mil.,72133,
Bordeaux ,18,13.0,Fransergio,Fransergio,1990-10-18,Mil.,52475,195096
Bordeaux ,18,27.0,Tom Lacoux,T. Lacoux,2002-01-25,Mil.,85547,260158
Bordeaux ,18,8.0,Jean Onana,J. Onana,2000-08-01,Mil.,79468,255934
Bordeaux ,18,,Rudy Orea,R. Orea,2002-04-06,Mil.,93804,
Bordeaux ,18,5.0,Otavio,Otavio,1994-04-05,Mil.,58019,222715
Bordeaux ,18,,Johab Pascal,J. Pascal,2000-10-03,Mil.,74994,
Bordeaux ,18,20.0,Issouf Sissokho,I. Sissokho,2002-01-30,Mil.,82620,261306
Bordeaux ,18,17.0,Mehdi Zerkane,M. Zerkane,1999-07-15,Mil.,66204,254659
Bordeaux ,18,32.0,Dilane Bakwa,D. Bakwa,2002-08-26,Att.,72044,250789
Bordeaux ,18,7.0,Jimmy Briand,J. Briand,1985-02-08,Att.,18966,134779
Bordeaux ,18,37.0,Logan Delaurier-Chaubet,L. Delaurier-Ch. . . ,2002-04-22,Att.,82621,
Bordeaux ,18,21.0,Javairo Dilrosun,J. Dilrosun,1998-06-22,Att.,70063,224949
Bordeaux ,18,29.0,Alberth Elis,A. Elis,1996-12-02,Att.,60376,236245
Bordeaux ,18,18.0,Ui-jo Hwang,U. Hwang,1992-08-28,Att.,70914,212260
Bordeaux ,18,9.0,Josh Maja,J. Maja,1998-12-27,Att.,61577,235161
Bordeaux ,18,11.0,Sekou Mara,S. Mara,2002-07-30,Att.,82623,257612
Bordeaux ,18,23.0,M'Baye Niang,M. Niang,1994-12-19,Att.,37439,204077
Bordeaux ,18,,Moudja Sie Ouattara,M. Ouattara,2002-05-20,Att.,82622,
Bordeaux ,18,28.0,Rémi Oudin,R. Oudin,1996-11-18,Att.,59643,233265
Bordeaux ,18,31.0,Amadou Traoré,A. Traoré,2002-07-03,Att.,70282,250790
